component	msgctxt	msgid	draft_msgstr	hard_terms
postgres		subscription has no replication slot set	[REVIEW: subscription, replication, replica, slot; untranslated] subscription has no replication slot set	subscription, replication, replica, slot
postgres		"apply worker for subscription ""%s"" could not connect to the publisher: %s"	"[REVIEW: subscription] apply worker for subscription ""%s"" गर्न सकिएन connect to the publisher: %s"	subscription
postgres		logical replication worker for subscription %u will not start because the subscription was removed during startup	[REVIEW: logical replication, subscription, replication, replica; untranslated] logical replication worker for subscription %u will not start because the subscription was removed during startup	logical replication, subscription, replication, replica
postgres		"logical replication worker for subscription ""%s"" will not start because the subscription was disabled during startup"	"[REVIEW: logical replication, subscription, replication, replica; untranslated] logical replication worker for subscription ""%s"" will not start because the subscription was disabled during startup"	logical replication, subscription, replication, replica
postgres		"logical replication table synchronization worker for subscription ""%s"", table ""%s"" has started"	"[REVIEW: logical replication, subscription, replication, replica; untranslated] logical replication table synchronization worker for subscription ""%s"", table ""%s"" has started"	logical replication, subscription, replication, replica
postgres		"logical replication apply worker for subscription ""%s"" has started"	"[REVIEW: logical replication, subscription, replication, replica; untranslated] logical replication apply worker for subscription ""%s"" has started"	logical replication, subscription, replication, replica
postgres		"subscription ""%s"" has been disabled because of an error"	"[REVIEW: subscription] subscription ""%s"" has been disabled because of an त्रुटि"	subscription
postgres		logical replication starts skipping transaction at LSN %X/%X	[REVIEW: logical replication, transaction, replication, replica, LSN; untranslated] logical replication starts skipping transaction at LSN %X/%X	logical replication, transaction, replication, replica, LSN
postgres		logical replication completed skipping transaction at LSN %X/%X	[REVIEW: logical replication, transaction, replication, replica, LSN; untranslated] logical replication completed skipping transaction at LSN %X/%X	logical replication, transaction, replication, replica, LSN
postgres		"skip-LSN of subscription ""%s"" cleared"	"[REVIEW: subscription, LSN; untranslated] skip-LSN of subscription ""%s"" cleared"	subscription, LSN
postgres		Remote transaction's finish WAL location (LSN) %X/%X did not match skip-LSN %X/%X.	[REVIEW: transaction, WAL, LSN; untranslated] Remote transaction's finish WAL location (LSN) %X/%X did not match skip-LSN %X/%X.	transaction, WAL, LSN
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"""	"[REVIEW: replication, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"""	replication, replica
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"" in transaction %u"	"[REVIEW: transaction, replication, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"" in transaction %u"	transaction, replication, replica
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"" in transaction %u, finished at %X/%X"	"[REVIEW: transaction, replication, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"" in transaction %u, finished at %X/%X"	transaction, replication, replica
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" in transaction %u"	"[REVIEW: transaction, replication, relation, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" in transaction %u"	transaction, replication, relation, replica
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" in transaction %u, finished at %X/%X"	"[REVIEW: transaction, replication, relation, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" in transaction %u, finished at %X/%X"	transaction, replication, relation, replica
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" column ""%s"" in transaction %u"	"[REVIEW: transaction, replication, relation, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" column ""%s"" in transaction %u"	transaction, replication, relation, replica
postgres		"processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" column ""%s"" in transaction %u, finished at %X/%X"	"[REVIEW: transaction, replication, relation, replica; untranslated] processing remote data for replication origin ""%s"" during message type ""%s"" for replication target relation ""%s.%s"" column ""%s"" in transaction %u, finished at %X/%X"	transaction, replication, relation, replica
postgres		"proto_version ""%s"" out of range"	"[REVIEW: untranslated] proto_version ""%s"" out of range"	
postgres		invalid publication_names syntax	[REVIEW: publication] अमान्य publication_नामs syntax	publication
postgres		client sent proto_version=%d but server only supports protocol %d or lower	[REVIEW: untranslated] client sent proto_version=%d but server only supports protocol %d or lower	
postgres		client sent proto_version=%d but server only supports protocol %d or higher	[REVIEW: untranslated] client sent proto_version=%d but server only supports protocol %d or higher	
postgres		requested proto_version=%d does not support streaming, need %d or higher	[REVIEW: untranslated] requested proto_version=%d does not support streaming, need %d or higher	
postgres		requested proto_version=%d does not support parallel streaming, need %d or higher	[REVIEW: untranslated] requested proto_version=%d does not support parallel streaming, need %d or higher	
postgres		streaming requested, but not supported by output plugin	[REVIEW: untranslated] streaming requested, but not supported by output plugin	
postgres		requested proto_version=%d does not support two-phase commit, need %d or higher	[REVIEW: untranslated] requested proto_version=%d does not support two-phase commit, need %d or higher	
postgres		two-phase commit requested, but not supported by output plugin	[REVIEW: untranslated] two-phase commit requested, but not supported by output plugin	
postgres		"cannot use different values of publish_generated_columns for table ""%s.%s"" in different publications"	"[REVIEW: publication; sentence] गर्न सकिँदैन use different values of publish_generated_columns for table ""%s.%s"" in different publications"	publication
postgres		skipped loading publication: %s	[REVIEW: publication; untranslated] skipped loading publication: %s	publication
postgres		The publication does not exist at this point in the WAL.	[REVIEW: publication, WAL; sentence] The publication अवस्थित छैन at this point in the WAL.	publication, WAL
postgres		Create the publication if it does not exist.	[REVIEW: publication] Create the publication if it अवस्थित छैन.	publication
postgres		"replication slot name ""%s"" is too short"	"[REVIEW: replication, replica, slot] replication slot नाम ""%s"" is too short"	replication, replica, slot
postgres		"replication slot name ""%s"" is too long"	"[REVIEW: replication, replica, slot] replication slot नाम ""%s"" is too long"	replication, replica, slot
postgres		"replication slot name ""%s"" contains invalid character"	"[REVIEW: replication, replica, slot] replication slot नाम ""%s"" contains अमान्य character"	replication, replica, slot
postgres		Replication slot names may only contain lower case letters, numbers, and the underscore character.	[REVIEW: replication, replica, slot; sentence] Replication slot नामs may only contain lower case letters, numbers, and the underscore character.	replication, replica, slot
postgres		cannot enable failover for a replication slot created on the standby	[REVIEW: replication, standby, replica, slot] गर्न सकिँदैन enable failover for a replication slot created on the standby	replication, standby, replica, slot
postgres		cannot enable failover for a temporary replication slot	[REVIEW: replication, replica, slot] गर्न सकिँदैन enable failover for a temporary replication slot	replication, replica, slot
postgres		"replication slot ""%s"" already exists"	"[REVIEW: replication, replica, slot] replication slot ""%s"" पहिले नै अवस्थित छ"	replication, replica, slot
postgres		all replication slots are in use	[REVIEW: replication, replica, slot; untranslated] all replication slots are in use	replication, replica, slot
postgres		"Free one or increase ""max_replication_slots""."	"[REVIEW: replication, replica, slot; untranslated] Free one or increase ""max_replication_slots""."	replication, replica, slot
postgres		"replication slot ""%s"" does not exist"	"[REVIEW: replication, replica, slot] replication slot ""%s"" अवस्थित छैन"	replication, replica, slot
postgres		"replication slot ""%s"" is active for PID %d"	"[REVIEW: replication, replica, slot, PID; untranslated] replication slot ""%s"" is active for PID %d"	replication, replica, slot, PID
postgres		"can no longer access replication slot ""%s"""	"[REVIEW: replication, replica, slot; untranslated] can no longer access replication slot ""%s"""	replication, replica, slot
postgres		"This replication slot has been invalidated due to ""%s""."	"[REVIEW: replication, replica, slot] This replication slot has been अमान्यated due to ""%s""."	replication, replica, slot
postgres		"acquired logical replication slot ""%s"""	"[REVIEW: logical replication, replication, replica, slot; untranslated] acquired logical replication slot ""%s"""	logical replication, replication, replica, slot
postgres		"acquired physical replication slot ""%s"""	"[REVIEW: physical replication, replication, replica, slot; untranslated] acquired physical replication slot ""%s"""	physical replication, replication, replica, slot
postgres		"released logical replication slot ""%s"""	"[REVIEW: logical replication, replication, replica, slot; untranslated] released logical replication slot ""%s"""	logical replication, replication, replica, slot
postgres		"released physical replication slot ""%s"""	"[REVIEW: physical replication, replication, replica, slot; untranslated] released physical replication slot ""%s"""	physical replication, replication, replica, slot
postgres		"cannot drop replication slot ""%s"""	"[REVIEW: replication, replica, slot] गर्न सकिँदैन drop replication slot ""%s"""	replication, replica, slot
postgres		cannot use %s with a physical replication slot	[REVIEW: physical replication, replication, replica, slot] गर्न सकिँदैन use %s with a physical replication slot	physical replication, replication, replica, slot
postgres		"cannot alter replication slot ""%s"""	"[REVIEW: replication, replica, slot] गर्न सकिँदैन alter replication slot ""%s"""	replication, replica, slot
postgres		cannot enable failover for a replication slot on the standby	[REVIEW: replication, standby, replica, slot] गर्न सकिँदैन enable failover for a replication slot on the standby	replication, standby, replica, slot
postgres		"replication slots can only be used if ""max_replication_slots"" > 0"	"[REVIEW: replication, replica, slot; untranslated] replication slots can only be used if ""max_replication_slots"" > 0"	replication, replica, slot
postgres		"replication slots can only be used if ""wal_level"" >= ""replica"""	"[REVIEW: replication, replica, slot, WAL; untranslated] replication slots can only be used if ""wal_level"" >= ""replica"""	replication, replica, slot, WAL
postgres		permission denied to use replication slots	[REVIEW: replication, permission, replica, slot] अनुमति अस्वीकार गरियो to use replication slots	replication, permission, replica, slot
postgres		Only roles with the %s attribute may use replication slots.	[REVIEW: replication, replica, role, slot; untranslated] Only roles with the %s attribute may use replication slots.	replication, replica, role, slot
postgres		The slot's restart_lsn %X/%X exceeds the limit by %<PRIu64> byte.	[REVIEW: slot, LSN; untranslated] The slot's restart_lsn %X/%X exceeds the limit by %<PRIu64> byte.	slot, LSN
postgres		The slot conflicted with xid horizon %u.	[REVIEW: slot; untranslated] The slot conflicted with xid horizon %u.	slot
postgres		"Logical decoding on standby requires ""wal_level"" >= ""logical"" on the primary server."	"[REVIEW: standby, primary, WAL; untranslated] Logical decoding on standby requires ""wal_level"" >= ""logical"" on the primary server."	standby, primary, WAL
postgres		"The slot's idle time of %dmin %02ds exceeds the configured ""%s"" duration of %dmin."	"[REVIEW: slot; untranslated] The slot's idle time of %dmin %02ds exceeds the configured ""%s"" duration of %dmin."	slot
postgres		"terminating process %d to release replication slot ""%s"""	"[REVIEW: replication, replica, slot; untranslated] terminating process %d to release replication slot ""%s"""	replication, replica, slot
postgres		"invalidating obsolete replication slot ""%s"""	"[REVIEW: replication, replica, slot] अमान्यating obsolete replication slot ""%s"""	replication, replica, slot
postgres		"replication slot file ""%s"" has wrong magic number: %u instead of %u"	"[REVIEW: replication, replica, slot] replication slot फाइल ""%s"" has wrong magic number: %u instead of %u"	replication, replica, slot
postgres		"replication slot file ""%s"" has unsupported version %u"	"[REVIEW: replication, replica, slot] replication slot फाइल ""%s"" has unsupported version %u"	replication, replica, slot
postgres		"replication slot file ""%s"" has corrupted length %u"	"[REVIEW: replication, replica, slot] replication slot फाइल ""%s"" has corrupted length %u"	replication, replica, slot
postgres		"checksum mismatch for replication slot file ""%s"": is %u, should be %u"	"[REVIEW: replication, replica, slot] checksum mismatch for replication slot फाइल ""%s"": is %u, should be %u"	replication, replica, slot
postgres		"logical replication slot ""%s"" exists, but ""wal_level"" < ""logical"""	"[REVIEW: logical replication, replication, replica, slot, WAL; untranslated] logical replication slot ""%s"" exists, but ""wal_level"" < ""logical"""	logical replication, replication, replica, slot, WAL
postgres		"Change ""wal_level"" to be ""logical"" or higher."	"[REVIEW: WAL; untranslated] Change ""wal_level"" to be ""logical"" or higher."	WAL
postgres		"logical replication slot ""%s"" exists on the standby, but ""hot_standby"" = ""off"""	"[REVIEW: logical replication, replication, standby, replica, slot; untranslated] logical replication slot ""%s"" exists on the standby, but ""hot_standby"" = ""off"""	logical replication, replication, standby, replica, slot
postgres		"Change ""hot_standby"" to be ""on""."	"[REVIEW: standby; untranslated] Change ""hot_standby"" to be ""on""."	standby
postgres		"physical replication slot ""%s"" exists, but ""wal_level"" < ""replica"""	"[REVIEW: physical replication, replication, replica, slot, WAL; untranslated] physical replication slot ""%s"" exists, but ""wal_level"" < ""replica"""	physical replication, replication, replica, slot, WAL
postgres		"Change ""wal_level"" to be ""replica"" or higher."	"[REVIEW: replica, WAL; untranslated] Change ""wal_level"" to be ""replica"" or higher."	replica, WAL
postgres		too many replication slots active before shutdown	[REVIEW: replication, replica, slot; untranslated] too many replication slots active before shutdown	replication, replica, slot
postgres		"Increase ""max_replication_slots"" and try again."	"[REVIEW: replication, replica, slot; untranslated] Increase ""max_replication_slots"" and try again."	replication, replica, slot
postgres		"Replication slot ""%s"" does not exist."	"[REVIEW: replication, replica, slot] Replication slot ""%s"" अवस्थित छैन."	replication, replica, slot
postgres		"""%s"" is not a physical replication slot."	"[REVIEW: physical replication, replication, replica, slot; untranslated] ""%s"" is not a physical replication slot."	physical replication, replication, replica, slot
postgres		"replication slot ""%s"" specified in parameter ""%s"" does not exist"	"[REVIEW: replication, replica, slot] replication slot ""%s"" specified in parameter ""%s"" अवस्थित छैन"	replication, replica, slot
postgres		"Logical replication is waiting on the standby associated with replication slot ""%s""."	"[REVIEW: logical replication, replication, standby, replica, slot; untranslated] Logical replication is waiting on the standby associated with replication slot ""%s""."	logical replication, replication, standby, replica, slot
postgres		"Create the replication slot ""%s"" or amend parameter ""%s""."	"[REVIEW: replication, replica, slot; untranslated] Create the replication slot ""%s"" or amend parameter ""%s""."	replication, replica, slot
postgres		"cannot specify logical replication slot ""%s"" in parameter ""%s"""	"[REVIEW: logical replication, replication, replica, slot] गर्न सकिँदैन specify logical replication slot ""%s"" in parameter ""%s"""	logical replication, replication, replica, slot
postgres		"Logical replication is waiting for correction on replication slot ""%s""."	"[REVIEW: logical replication, replication, replica, slot; untranslated] Logical replication is waiting for correction on replication slot ""%s""."	logical replication, replication, replica, slot
postgres		"Remove the logical replication slot ""%s"" from parameter ""%s""."	"[REVIEW: logical replication, replication, replica, slot; untranslated] Remove the logical replication slot ""%s"" from parameter ""%s""."	logical replication, replication, replica, slot
postgres		"physical replication slot ""%s"" specified in parameter ""%s"" has been invalidated"	"[REVIEW: physical replication, replication, replica, slot] physical replication slot ""%s"" specified in parameter ""%s"" has been अमान्यated"	physical replication, replication, replica, slot
postgres		"Drop and recreate the replication slot ""%s"", or amend parameter ""%s""."	"[REVIEW: replication, replica, slot; untranslated] Drop and recreate the replication slot ""%s"", or amend parameter ""%s""."	replication, replica, slot
postgres		"replication slot ""%s"" specified in parameter ""%s"" does not have active_pid"	"[REVIEW: replication, replica, slot, PID; untranslated] replication slot ""%s"" specified in parameter ""%s"" does not have active_pid"	replication, replica, slot, PID
postgres		"Start the standby associated with the replication slot ""%s"", or amend parameter ""%s""."	"[REVIEW: replication, standby, replica, slot; untranslated] Start the standby associated with the replication slot ""%s"", or amend parameter ""%s""."	replication, standby, replica, slot
postgres		"""%s"" must be set to 0 during binary upgrade mode."	"[REVIEW: untranslated] ""%s"" must be set to 0 during binary upgrade mode."	
postgres		invalid target WAL LSN	[REVIEW: WAL, LSN] अमान्य target WAL LSN	WAL, LSN
postgres		"replication slot ""%s"" cannot be advanced"	"[REVIEW: replication, replica, slot] replication slot ""%s"" गर्न सकिँदैन be advanced"	replication, replica, slot
postgres		This slot has never previously reserved WAL, or it has been invalidated.	[REVIEW: slot, WAL; sentence] This slot has never previously reserved WAL, or it has been अमान्यated.	slot, WAL
postgres		cannot advance replication slot to %X/%X, minimum is %X/%X	[REVIEW: replication, replica, slot] गर्न सकिँदैन advance replication slot to %X/%X, minimum is %X/%X	replication, replica, slot
postgres		"cannot copy physical replication slot ""%s"" as a logical replication slot"	"[REVIEW: physical replication, logical replication, replication, replica, slot] गर्न सकिँदैन copy physical replication slot ""%s"" as a logical replication slot"	physical replication, logical replication, replication, replica, slot
postgres		"cannot copy logical replication slot ""%s"" as a physical replication slot"	"[REVIEW: physical replication, logical replication, replication, replica, slot] गर्न सकिँदैन copy logical replication slot ""%s"" as a physical replication slot"	physical replication, logical replication, replication, replica, slot
postgres		cannot copy a replication slot that doesn't reserve WAL	[REVIEW: replication, replica, slot, WAL] गर्न सकिँदैन copy a replication slot that doesn't reserve WAL	replication, replica, slot, WAL
postgres		"cannot copy invalidated replication slot ""%s"""	"[REVIEW: replication, replica, slot] गर्न सकिँदैन copy अमान्यated replication slot ""%s"""	replication, replica, slot
postgres		"could not copy replication slot ""%s"""	"[REVIEW: replication, replica, slot] गर्न सकिएन copy replication slot ""%s"""	replication, replica, slot
postgres		The source replication slot was modified incompatibly during the copy operation.	[REVIEW: replication, replica, slot; untranslated] The source replication slot was modified incompatibly during the copy operation.	replication, replica, slot
postgres		"cannot copy unfinished logical replication slot ""%s"""	"[REVIEW: logical replication, replication, replica, slot] गर्न सकिँदैन copy unfinished logical replication slot ""%s"""	logical replication, replication, replica, slot
postgres		Retry when the source replication slot's confirmed_flush_lsn is valid.	[REVIEW: replication, replica, slot, LSN; untranslated] Retry when the source replication slot's confirmed_flush_lsn is valid.	replication, replica, slot, LSN
postgres		"cannot copy replication slot ""%s"""	"[REVIEW: replication, replica, slot] गर्न सकिँदैन copy replication slot ""%s"""	replication, replica, slot
postgres		The source replication slot was invalidated during the copy operation.	[REVIEW: replication, replica, slot] The source replication slot was अमान्यated during the copy operation.	replication, replica, slot
postgres		replication slots can only be synchronized to a standby server	[REVIEW: replication, standby, replica, slot; untranslated] replication slots can only be synchronized to a standby server	replication, standby, replica, slot
postgres		canceling the wait for synchronous replication and terminating connection due to administrator command	[REVIEW: replication, replica; untranslated] canceling the wait for synchronous replication and terminating connection due to administrator command	replication, replica
postgres		The transaction has already committed locally, but might not have been replicated to the standby.	[REVIEW: transaction, standby, replica; untranslated] The transaction has already committed locally, but might not have been replicated to the standby.	transaction, standby, replica
postgres		canceling wait for synchronous replication due to user request	[REVIEW: replication, replica] canceling wait for synchronous replication due to प्रयोगकर्ता request	replication, replica
postgres		"standby ""%s"" is now a synchronous standby with priority %d"	"[REVIEW: standby; untranslated] standby ""%s"" is now a synchronous standby with priority %d"	standby
postgres		"standby ""%s"" is now a candidate for quorum synchronous standby"	"[REVIEW: standby; untranslated] standby ""%s"" is now a candidate for quorum synchronous standby"	standby
postgres		number of synchronous standbys (%d) must be greater than zero	[REVIEW: standby; untranslated] number of synchronous standbys (%d) must be greater than zero	standby
postgres		"streaming replication receiver ""%s"" could not connect to the primary server: %s"	"[REVIEW: replication, primary, replica] streaming replication receiver ""%s"" गर्न सकिएन connect to the primary server: %s"	replication, primary, replica
postgres		database system identifier differs between the primary and standby	[REVIEW: standby, primary; untranslated] database system identifier differs between the primary and standby	standby, primary
postgres		The primary's identifier is %s, the standby's identifier is %s.	[REVIEW: standby, primary; untranslated] The primary's identifier is %s, the standby's identifier is %s.	standby, primary
postgres		highest timeline %u of the primary is behind recovery timeline %u	[REVIEW: recovery, timeline, primary] highest timeलाइन %u of the primary is behind recovery timeलाइन %u	recovery, timeline, primary
postgres		started streaming WAL from primary at %X/%X on timeline %u	[REVIEW: timeline, primary, WAL] started streaming WAL from primary at %X/%X on timeलाइन %u	timeline, primary, WAL
postgres		restarted WAL streaming at %X/%X on timeline %u	[REVIEW: timeline, WAL] restarted WAL streaming at %X/%X on timeलाइन %u	timeline, WAL
postgres		cannot continue WAL streaming, recovery has already ended	[REVIEW: recovery, WAL] गर्न सकिँदैन continue WAL streaming, recovery has already ended	recovery, WAL
postgres		replication terminated by primary server	[REVIEW: replication, primary, replica; untranslated] replication terminated by primary server	replication, primary, replica
postgres		End of WAL reached on timeline %u at %X/%X.	[REVIEW: timeline, WAL] End of WAL reached on timeलाइन %u at %X/%X.	timeline, WAL
postgres		terminating walreceiver due to timeout	[REVIEW: WAL; untranslated] terminating walreceiver due to timeout	WAL
postgres		primary server contains no more WAL on requested timeline %u	[REVIEW: timeline, primary, WAL] primary server contains no more WAL on requested timeलाइन %u	timeline, primary, WAL
postgres		could not close WAL segment %s: %m	[REVIEW: WAL] गर्न सकिएन close WAL segment %s: %m	WAL
postgres		fetching timeline history file for timeline %u from primary server	[REVIEW: timeline, primary] fetching timeलाइन history फाइल for timeलाइन %u from primary server	timeline, primary
postgres		could not write to WAL segment %s at offset %d, length %lu: %m	[REVIEW: WAL] गर्न सकिएन write to WAL segment %s at offset %d, length %lu: %m	WAL
postgres		cannot use %s with a logical replication slot	[REVIEW: logical replication, replication, replica, slot] गर्न सकिँदैन use %s with a logical replication slot	logical replication, replication, replica, slot
postgres		cannot use a logical replication slot for physical replication	[REVIEW: physical replication, logical replication, replication, replica, slot] गर्न सकिँदैन use a logical replication slot for physical replication	physical replication, logical replication, replication, replica, slot
postgres		requested starting point %X/%X on timeline %u is not in this server's history	[REVIEW: timeline; sentence] requested starting point %X/%X on timeलाइन %u is not in this server's history	timeline
postgres		This server's history forked from timeline %u at %X/%X.	[REVIEW: timeline] This server's history forked from timeलाइन %u at %X/%X.	timeline
postgres		requested starting point %X/%X is ahead of the WAL flush position of this server %X/%X	[REVIEW: WAL; untranslated] requested starting point %X/%X is ahead of the WAL flush position of this server %X/%X	WAL
postgres		"unrecognized value for CREATE_REPLICATION_SLOT option ""%s"": ""%s"""	"[REVIEW: replication, replica, slot; untranslated] unrecognized value for CREATE_REPLICATION_SLOT option ""%s"": ""%s"""	replication, replica, slot
postgres		%s must not be called inside a transaction	[REVIEW: transaction; untranslated] %s must not be called inside a transaction	transaction
postgres		%s must be called inside a transaction	[REVIEW: transaction; untranslated] %s must be called inside a transaction	transaction
postgres		%s must be called in REPEATABLE READ isolation mode transaction	[REVIEW: transaction; untranslated] %s must be called in REPEATABLE READ isolation mode transaction	transaction
postgres		%s must be called in a read-only transaction	[REVIEW: transaction; untranslated] %s must be called in a read-only transaction	transaction
postgres		%s must be called before any query	[REVIEW: query; untranslated] %s must be called before any query	query
postgres		%s must not be called in a subtransaction	[REVIEW: transaction; untranslated] %s must not be called in a subtransaction	transaction
postgres		terminating walsender process after promotion	[REVIEW: WAL; untranslated] terminating walsender process after promotion	WAL
postgres		cannot execute new commands while WAL sender is in stopping mode	[REVIEW: WAL; sentence] गर्न सकिँदैन execute new commands while WAL sender is in stopping mode	WAL
postgres		cannot execute SQL commands in WAL sender for physical replication	[REVIEW: physical replication, replication, replica, WAL] गर्न सकिँदैन execute SQL commands in WAL sender for physical replication	physical replication, replication, replica, WAL
postgres		received replication command: %s	[REVIEW: replication, replica; untranslated] received replication command: %s	replication, replica
postgres		current transaction is aborted, commands ignored until end of transaction block	[REVIEW: transaction, lock; untranslated] current transaction is aborted, commands ignored until end of transaction block	transaction, lock
postgres		unexpected EOF on standby connection	[REVIEW: standby; untranslated] unexpected EOF on standby connection	standby
postgres		"invalid standby message type ""%c"""	"[REVIEW: standby] अमान्य standby message type ""%c"""	standby
postgres		"unexpected message type ""%c"""	"[REVIEW: untranslated] unexpected message type ""%c"""	
postgres		terminating walsender process due to replication timeout	[REVIEW: replication, replica, WAL; untranslated] terminating walsender process due to replication timeout	replication, replica, WAL
postgres		"rule ""%s"" for relation ""%s"" already exists"	"[REVIEW: relation] rule ""%s"" for relation ""%s"" पहिले नै अवस्थित छ"	relation
postgres		"relation ""%s"" cannot have rules"	"[REVIEW: relation] relation ""%s"" गर्न सकिँदैन have rules"	relation
postgres		rule actions on OLD are not implemented	[REVIEW: untranslated] rule actions on OLD are not implemented	
postgres		Use views or triggers instead.	[REVIEW: untranslated] Use views or triggers instead.	
postgres		rule actions on NEW are not implemented	[REVIEW: untranslated] rule actions on NEW are not implemented	
postgres		Use triggers instead.	[REVIEW: untranslated] Use triggers instead.	
postgres		"relation ""%s"" cannot have ON SELECT rules"	"[REVIEW: relation] relation ""%s"" गर्न सकिँदैन have ON SELECT rules"	relation
postgres		INSTEAD NOTHING rules on SELECT are not implemented	[REVIEW: untranslated] INSTEAD NOTHING rules on SELECT are not implemented	
postgres		Use views instead.	[REVIEW: untranslated] Use views instead.	
postgres		multiple actions for rules on SELECT are not implemented	[REVIEW: untranslated] multiple actions for rules on SELECT are not implemented	
postgres		rules on SELECT must have action INSTEAD SELECT	[REVIEW: untranslated] rules on SELECT must have action INSTEAD SELECT	
postgres		rules on SELECT must not contain data-modifying statements in WITH	[REVIEW: statement; untranslated] rules on SELECT must not contain data-modifying statements in WITH	statement
postgres		event qualifications are not implemented for rules on SELECT	[REVIEW: untranslated] event qualifications are not implemented for rules on SELECT	
postgres		"""%s"" is already a view"	"[REVIEW: untranslated] ""%s"" is already a view"	
postgres		RETURNING lists are not supported in conditional rules	[REVIEW: untranslated] RETURNING lists are not supported in conditional rules	
postgres		RETURNING lists are not supported in non-INSTEAD rules	[REVIEW: untranslated] RETURNING lists are not supported in non-INSTEAD rules	
postgres		SELECT rule's target list has too many entries	[REVIEW: untranslated] SELECT rule's target list has too many entries	
postgres		RETURNING list has too many entries	[REVIEW: untranslated] RETURNING list has too many entries	
postgres		cannot convert relation containing dropped columns to view	[REVIEW: relation] गर्न सकिँदैन convert relation containing dropped columns to view	relation
postgres		cannot create a RETURNING list for a relation containing dropped columns	[REVIEW: relation] गर्न सकिँदैन create a RETURNING list for a relation containing dropped columns	relation
postgres		"SELECT rule's target entry %d has different type from column ""%s"""	"[REVIEW: untranslated] SELECT rule's target entry %d has different type from column ""%s"""	
postgres		"RETURNING list's entry %d has different type from column ""%s"""	"[REVIEW: untranslated] RETURNING list's entry %d has different type from column ""%s"""	
postgres		SELECT target entry has type %s, but column has type %s.	[REVIEW: untranslated] SELECT target entry has type %s, but column has type %s.	
postgres		RETURNING list entry has type %s, but column has type %s.	[REVIEW: untranslated] RETURNING list entry has type %s, but column has type %s.	
postgres		"SELECT rule's target entry %d has different size from column ""%s"""	"[REVIEW: untranslated] SELECT rule's target entry %d has different size from column ""%s"""	
postgres		"RETURNING list's entry %d has different size from column ""%s"""	"[REVIEW: untranslated] RETURNING list's entry %d has different size from column ""%s"""	
postgres		SELECT rule's target list has too few entries	[REVIEW: untranslated] SELECT rule's target list has too few entries	
postgres		RETURNING list has too few entries	[REVIEW: untranslated] RETURNING list has too few entries	
postgres		"rule ""%s"" for relation ""%s"" does not exist"	"[REVIEW: relation] rule ""%s"" for relation ""%s"" अवस्थित छैन"	relation
postgres		renaming an ON SELECT rule is not allowed	[REVIEW: untranslated] renaming an ON SELECT rule is not allowed	
postgres		"WITH query name ""%s"" appears in both a rule action and the query being rewritten"	"[REVIEW: query; sentence] WITH query नाम ""%s"" appears in both a rule action and the query being rewritten"	query
postgres		INSERT ... SELECT rule actions are not supported for queries having data-modifying statements in WITH	[REVIEW: statement; untranslated] INSERT ... SELECT rule actions are not supported for queries having data-modifying statements in WITH	statement
postgres		"Column ""%s"" is an identity column defined as GENERATED ALWAYS."	"[REVIEW: untranslated] Column ""%s"" is an identity column defined as GENERATED ALWAYS."	
postgres		Use OVERRIDING SYSTEM VALUE to override.	[REVIEW: untranslated] Use OVERRIDING SYSTEM VALUE to override.	
postgres		"column ""%s"" can only be updated to DEFAULT"	"[REVIEW: untranslated] column ""%s"" can only be updated to DEFAULT"	
postgres		"multiple assignments to same column ""%s"""	"[REVIEW: untranslated] multiple assignments to same column ""%s"""	
postgres		MERGE is not supported for relations with rules.	[REVIEW: relation; untranslated] MERGE is not supported for relations with rules.	relation
postgres		"access to non-system view ""%s"" is restricted"	"[REVIEW: untranslated] access to non-system view ""%s"" is restricted"	
postgres		"infinite recursion detected in rules for relation ""%s"""	"[REVIEW: relation; untranslated] infinite recursion detected in rules for relation ""%s"""	relation
postgres		"infinite recursion detected in policy for relation ""%s"""	"[REVIEW: relation, policy; untranslated] infinite recursion detected in policy for relation ""%s"""	relation, policy
postgres		Junk view columns are not updatable.	[REVIEW: untranslated] Junk view columns are not updatable.	
postgres		View columns that are not columns of their base relation are not updatable.	[REVIEW: relation; untranslated] View columns that are not columns of their base relation are not updatable.	relation
postgres		View columns that refer to system columns are not updatable.	[REVIEW: untranslated] View columns that refer to system columns are not updatable.	
postgres		View columns that return whole-row references are not updatable.	[REVIEW: untranslated] View columns that return whole-row references are not updatable.	
